Country Name,Country Code,Indicator Name,Indicator Code,Year,electricityaccesspercent
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,65.4412536621094
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,64.5011520385742
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,64.7
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,62.408332824707
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.9972152709961
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.9192276000977
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.5681304931641
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,98.1
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.0
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.9
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,98.85
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.09
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.7
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,97.89
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.722541809082
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,97.36
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,97.0
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,66.786994934082
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,66.6791915893555
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,66.5712509155273
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,66.4624862670898
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,52.5140495300293
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,51.3922996520996
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,50.2704086303711
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,49.1476898193359
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,82.9031753540039
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,79.9933624267578
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,77.0303955078125
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,73.9611129760742
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,54.1884155273438
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,51.1445960998535
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,48.0476188659668
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,44.8443260192871
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,92.1
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,97.1266403198242
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,96.0940475463867
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,95.0606307983398
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,91.8064041137695
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,91.0628433227539
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,90.3191452026367
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,89.5746078491211
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,63.6973609924316
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,62.234001159668
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,62.1
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,60.3
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.9
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,86.3
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,85.4405670166016
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,83.5
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,80.4
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,93.7402954101563
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,93.3555679321289
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,92.9706954956055
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,92.3
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,97.8656539916992
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,96.6474685668945
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,95.4291458129883
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,94.2099914550781
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,46.8138694763184
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,44.7454223632813
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,42.2
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,45.0
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,35.7637939453125
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,33.3744735717773
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,30.9319953918457
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,28.3832015991211
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,92.8982315063477
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,92.2989349365234
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,91.646484375
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,90.8877105712891
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,47.1803321838379
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,46.3365135192871
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,45.4395332336426
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,44.4362411499023
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,94.131591796875
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,93.0876998901367
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,91.1
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,91.6
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.5725250244141
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,96.5
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,95.8859405517578
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,95.7
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.21
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,96.95
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,98.85
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.51
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.9910278320313
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.9
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.709358215332
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,98.930305480957
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.1504211425781
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.9
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.9
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.9
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.9
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,76.5424499511719
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,71.4927139282227
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,69.7
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,61.1806144714355
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,92.8336334228516
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,91.0447616577148
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,89.2557525634766
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,87.4659194946289
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,52.6305618286133
